Name,Location,Latitude,Longitude
CYAY,Saint Anthony Airport,51.4,-56.083
CYAZ,Tofino Airport,49.083,-125.766
CYBB,Pelly Bay Airport,68.533,-89.816
CYBC,"Baie Comeau, Que.",49.133,-68.2
CYBD,Bella Coola Airport,52.383,-126.583
CYBG,"Bagotville, Que.",48.333,-71.0
CYBK,"Baker Lake, N. W. T.",64.3,-96.083
CYBL,Campbell River Airport,49.95,-125.266
CYBN,"Borden, Ont.",44.25,-79.916
CYBR,"Brandon, Man.",49.916,-99.95
CYBU,"Nipawin, Sask.",53.333,-104.0
CYBV,Berens River Airport,52.35,-97.033
CYBW,Calgary / Springbank,51.1,-114.366
CYBX,"Blanc Sablon, Que.",51.45,-57.183
CYCA,Cartwright Man,53.683,-57.033
CYCB,"Cambridge Bay, N. W. T.",69.1,-105.116
CYCD,Nanaimo Airport,49.05,-123.866
CYCG,Castlegar Airport,49.3,-117.633
CYCH,Chatham Can-Mil,47.0,-65.45
CYCL,"Charlo, N. B.",47.983,-66.333
CYCO,"Coppermine, N. W. T.",67.816,-115.133
CYCP,"Blue River, B. C.",52.133,-119.3
CYCQ,Chetwynd Airport,55.7,-121.633
CYCS,Chesterfield Inlet,63.333,-90.716
CYCT,Coronation Marine Aviation Reporting Station,52.066,-111.45
CYCX,Gagetown Can-Mil,45.833,-66.433
CYCY,"Clyde, N. W. T.",70.483,-68.516
CYDA,"Dawson, Y. T.",64.05,-139.133
CYDB,Burwash Airport,61.366,-139.033
CYDC,Princeton Airport,49.466,-120.516
CYDF,"Deer Lake, Nfld.",49.216,-57.4
CYDM,Ross River Airport,61.966,-132.433
CYDN,"Dauphin, Man.",51.1,-100.05
CYDP,"Nain, Nfld",56.55,-61.683
CYDQ,Dawson Creek Airport,55.75,-120.183
CYED,Edmonton Namao Alta.,53.666,-113.466
CYEG,"Edmonton International, Alta.",53.3,-113.583
CYEK,Arviat Airport,61.1,-94.066
CYEL,Elliot Lake Supplementary Aviation Weather Reporting Station,46.35,-82.566
CYEN,"Estevan, Sask.",49.216,-102.966
CYET,"Edson, Alta.",53.583,-116.466
CYEU,Eureka Man,80.0,-85.816
CYEV,"Inuvik, N. W. T.",68.3,-133.483
CYFB,"Iqaluit, N. W. T.",63.75,-68.55
CYFC,"Fredericton, N. B.",45.866,-66.533
CYFO,Flin Flon Airport,54.683,-101.683
CYFR,Fort Resolution,61.183,-113.683
CYFS,"Fort Simpson, N. W. T.",61.75,-121.233
CYFT,Makkovik Airport,55.083,-59.183
CYGE,Golden Airport,51.3,-116.983
CYGH,Fort Good Hope Airport,66.266,-128.616
CYGK,"Kingston, Ont.",44.216,-76.6
CYGL,"La Grande Riviere, Que",53.633,-77.7
CYGM,"Gimli Industrial, Man",50.616,-97.033
CYGP,"Gaspe, Que.",48.766,-64.483
CYGQ,"Geraldton, Ont.",49.783,-86.933
CYGR,Iles De La Madeleineque.,47.416,-61.783
CYGT,Igloolik Airport,69.366,-81.816
CYGV,Havre St Pierre,50.283,-63.616
CYGW,"Kuujjuarapik, Que.",55.283,-77.766
CYGX,"Gillam, Man.",56.35,-94.7
CYHA,Quaqtaq Airport,61.05,-69.633
CYHB,"Hudson Bay, Sask.",52.816,-102.316
CYHD,Dryden Airport,49.833,-92.75
CYHE,"Hope, B. C.",49.366,-121.483
CYHH,Nemiscau Airport Supplementary Aviation Weather Reporting Station,51.7,-76.116
CYHI,Holman Island Airport,70.766,-117.8
CYHK,Gjoa Haven Airport,68.633,-95.85
CYHM,Hamilton Airport,43.166,-79.933
CYHU,Saint Hubert Airport,45.516,-73.416
CYHY,"Hay River, N. W. T.",60.833,-115.783
CYHZ,Halifax International Airport,44.883,-63.5
CYID,Digby Airport Aviation Weather Reporting Station,44.55,-65.783
CYIK,Ivujivik Airport Supplementary Aviation Weather Reporting Station,62.416,-77.95
CYIO,"Pond Inlet, N. W. T.",72.7,-77.966
CYIV,"Island Lake, Man.",53.85,-94.65
CYJF,Fort Liard Airport,60.233,-123.483
CYJT,"Stephenville, Nfld.",48.533,-58.55
CYKA,"Kamloops, B. C.",50.7,-120.45
CYKD,Aklavik Airport,68.216,-135.0
CYKF,Waterloo Well,43.466,-80.383
CYKG,Kangiqsujuaq Supplementary Aviation Weather Reporting Station,61.583,-71.933
CYKJ,Key Lake,57.25,-105.616
CYKL,"Schefferville, Que.",54.8,-66.8
CYKO,Akulivik Airport,60.816,-78.15
CYKQ,Waskaganish Airport,51.483,-78.75
CYKY,"Kindersley, Sask.",51.516,-109.166
CYKZ,Toronto Buttonville,43.866,-79.366
CYLA,"Aupaluk, Que.",59.296,-69.599
CYLC,Kimmirut A Nwt,62.85,-69.883
CYLD,"Chapleau, Ont.",47.816,-83.35
CYLJ,"Meadow Lake, Sask.",54.133,-108.516
CYLK,"Lutsel KE, N. W. T.",62.416,-110.666
CYLL,"Lloydminister, Alta.",53.316,-110.066
CYLT,Alert Airport,82.516,-62.283
CYLU,Kangiksualujjuaq A,58.716,-65.983
CYLW,Kelowna Airport,49.966,-119.383
CYMA,Mayo Airport,63.616,-135.866
CYMD,"Mould Bay, N. W. T.",76.233,-119.333
CYMH,Mary's Harbour,52.3,-55.85
CYMJ,"Moose Jaw, Sask.",50.333,-105.55
CYML,Charlevoix Airport,47.6,-70.233
CYMM,"Fort Mcmurray, Alta.",56.65,-111.216
CYMO,"Moosonee, Ont.",51.266,-80.65
CYMT,"Chibougamau-Chapais, Que",49.766,-74.533
CYMU,Umiujaq,56.533,-76.516
CYMX,Montreal / Mirabel,45.683,-74.033
CYNA,"Natashquan, Que.",50.183,-61.816
CYNC,"Aeroport de Wemindji, Que.",53.010,-78.830
CYND,Gatineau Airport,45.516,-75.566
CYNE,"Norway House, Man.",53.966,-97.833
CYNM,"Matagami, Que.",49.766,-77.816
CYOA,"Ekati, N. W. T.",64.7,-110.616
CYOC,Old Crow Airport,67.566,-139.816
CYOD,"Cold Lake, Alta.",54.416,-110.283
CYOJ,"High Level, Alta",58.616,-117.166
CYOW,Ottawa Int'L. Ont.,45.316,-75.666
CYOY,Valcartier Airport,46.9,-71.5
CYPA,"Prince Albert, Sask.",53.216,-105.683
CYPC,Paulatuk Airport,69.35,-124.033
CYPD,Port Hawkesbury,45.666,-61.383
CYPE,"Peace River, Alta.",56.233,-117.433
CYPG,Portage Southport A,49.9,-98.266
CYPH,Inukjuak Airport Supplementary Aviation Weather Reporting Station,58.466,-78.083
CYPL,Pickle Lake Man,51.45,-90.2
CYPN,Port Menier Man,49.833,-64.283
CYPQ,Peterborough Airport,44.233,-78.366
CYPR,"Prince Rupert, B. C.",54.3,-130.433
CYPW,Powell River Airport,49.833,-124.5
CYPX,Povungnituq,60.05,-77.283
CYPY,"Fort Chipewyan, Alta.",58.766,-111.116
CYPZ,Burns Lake,54.383,-125.95
CYQA,"Muskoka, Ont.",44.966,-79.3
CYQB,"Quebec, Que",46.8,-71.383
CYQD,"The Pas, Man.",53.966,-101.1
CYQF,"Red Deer, Alta.",52.183,-113.9
CYQG,"Windsor, Ont.",42.266,-82.966
CYQH,"Watson Lake, Y. T.",60.116,-128.816
CYQI,"Yarmouth, N. S.",43.833,-66.083
CYQK,"Kenora, Ont.",49.783,-94.366
CYQL,"Lethbridge, Alta.",49.633,-112.8
CYQM,"Moncton, N. B.",46.116,-64.683
CYQQ,"Comox, B. C.",49.716,-124.9
CYQR,"Regina, Sask.",50.433,-104.666
CYQT,"Thunder Bay, Ont.",48.366,-89.316
CYQU,"Grande Prairie, Alta.",55.183,-118.883
CYQV,"Yorkton, Sask.",51.266,-102.466
CYQW,"North Battleford, Sask.",52.766,-108.25
CYQX,"Gander Int. Airport, Nfld.",48.95,-54.566
CYQY,"Sydney, N. S.",46.166,-60.05
CYQZ,Quesnel Airport,53.033,-122.516
CYRB,"Resolute, N. W. T.",74.716,-94.983
CYRJ,"Roberval, Que.",48.516,-72.266
CYRL,"Red Lake, Ont.",51.066,-93.8
CYRM,"Rocky Mountain House, Alta",52.433,-114.916
CYRT,"Rankin Inlet, N. W. T.",62.816,-92.116
CYRV,"Revelstoke, B. C.",50.966,-118.183
CYSA,Sable Island Airport,43.933,-60.0
CYSB,"Sudbury, Ont.",46.616,-80.8
CYSC,"Sherbrooke, Que.",45.4,-71.883
CYSD,Suffield Airport,50.266,-111.183
CYSF,Stony Rapids Airport,59.25,-105.833
CYSJ,"Saint John, N. B.",45.333,-65.883
CYSK,Sanikiluaq Airport,56.533,-79.25
CYSL,Saint Leonard Airport,47.15,-67.833
CYSM,"Fort Smith, N. W. T.",60.016,-111.95
CYSN,Saint Catharines Airport,43.2,-79.166
CYSR,Nanisivik Airport,72.983,-84.633
CYSU,Summerside Can-Mil,46.433,-63.833
CYSY,Sachs Harbour Airport,72.0,-125.283
CYTE,"Cape Dorset, N. W. T.",64.216,-76.533
CYTH,"Thompson Weather Office, Man",55.8,-97.85
CYTJ,Terrace Bay Supplementary Aviation Weather Reporting Station,48.816,-87.1
CYTL,Big Trout Lake,53.833,-89.866
CYTN,"Trenton Municipal A, N. S.",45.611,-62.621
CYTQ,Tasiujaq A,58.666,-69.95
CYTR,"Trenton, Ont.",44.116,-77.533
CYTS,"Timmins, Ont.",48.566,-81.366
CYTZ,Toronto Island Airport Automated Reporting Station,43.633,-79.4
CYUA,"Shingle Point, Y. T.",68.95,-137.216
CYUB,Tuktoyaktuk,69.45,-133.016
CYUI,Cape Young Airport,68.933,-116.916
CYUJ,"Lady Franklin Point, N. W. T.",68.5,-113.216
CYUK,Byron Bay Airport,68.75,-109.066
CYUL,"Montreal / Pierre Elliot Trudeau International Airport, Que",45.466,-73.75
CYUQ,Jenny Lind Island Airport,68.65,-101.733
CYUS,"Shepherd Bay, N. W. T.",68.816,-93.433
CYUT,Repulse Bay Airport,66.533,-86.25
CYUV,Longstaff Blf Airport,68.933,-75.283
CYUX,"Hall Beach, N. W. T.",68.783,-81.25
CYUY,Rouyn Airport,48.2,-78.833
CYVC,"La Ronge, Sask",55.15,-105.266
CYVM,Broughton Island Airport,67.55,-64.033
CYVO,"Val D'Or, Que.",48.066,-77.783
CYVP,"Kuujjuaq, Que.",58.1,-68.416
CYVQ,"Norman Wells, N. W. T.",65.283,-126.8
CYVR,"Vancouver International Air-Port, B. C.",49.183,-123.166
CYVT,Buffalo Narrows Man,55.833,-108.45
CYVV,"Wiarton, Ont.",44.75,-81.1
CYWA,"Petawawa, Ont.",45.95,-77.316
CYWG,Winnipeg Int. Airportman.,49.9,-97.233
CYWH,Victoria Harbour,48.416,-123.333
CYWJ,Fort Franklin Airport,65.2,-123.433
CYWK,"Wabush Lake, Nfld.",52.933,-66.866
CYWL,"Williams Lake, B. C.",52.183,-122.05
CYWO,Lupin Airport Supplementary Aviation Weather Reporting Station,65.766,-111.25
CYWV,Wainwright Airport,52.8,-110.883
CYWY,Wrigley Airport,63.216,-123.433
CYXC,"Cranbrook, B. C.",49.616,-115.783
CYXD,Edmonton Municipal Alta.,53.566,-113.516
CYXE,"Saskatoon, Sask.",52.166,-106.683
CYXH,"Medicine Hat, Alta.",50.016,-110.716
CYXJ,"Fort St John, B. C.",56.233,-120.733
CYXL,"Sioux Lookout, Ont.",50.116,-91.9
CYXN,Whale Cove Airport,62.233,-92.6
CYXP,Pangnirtung Airport,66.15,-65.716
CYXQ,Beaver Creek Airport,62.416,-140.866
CYXR,"Earlton, Ont.",47.7,-79.85
CYXS,"Prince George, B. C.",53.883,-122.683
CYXT,"Terrace, B. C.",54.466,-128.583
CYXU,"London, Ont.",43.033,-81.15
CYXX,"Abbotsford, B. C.",49.033,-122.366
CYXY,"Whitehorse, Y. T.",60.716,-135.066
CYXZ,"Wawa, Ont.",47.966,-84.783
CYYB,"North Bay, Ont.",46.35,-79.433
CYYC,"Calgary International, Alta.",51.116,-114.016
CYYD,"Smithers, B. C.",54.816,-127.183
CYYE,"Fort Nelson, B. C.",58.833,-122.583
CYYF,"Penticton, B. C.",49.466,-119.6
CYYG,"Charlottetown, P. E. I.",46.283,-63.133
CYYH,Spence Bay Airport,69.55,-93.583
CYYJ,"Victoria Int. Airport, B. C.",48.65,-123.433
CYYL,"Lynn Lake, Man.",56.866,-101.083
CYYN,"Swift Current, Sask.",50.283,-107.683
CYYQ,"Churchill, Man.",58.733,-94.066
CYYR,"Goose, Nfld.",53.316,-60.416
CYYT,"St. John's, Nfld",47.616,-52.733
CYYU,"Kapuskasing, Ont.",49.416,-82.466
CYYW,"Armstrong, Ont.",50.3,-89.033
CYYY,"Mont Joli, Que.",48.6,-68.216
CYYZ,Toronto Pearson Int'L. Ont.,43.666,-79.633
CYZE,"Gore Bay, Ont.",45.883,-82.566
CYZF,"Yellowknife, N. W. T.",62.466,-114.45
CYZG,Salliut Airport Supplementary Aviation Weather Reporting Station,62.183,-75.666
CYZH,"Slave Lake, Alta",55.3,-114.783
CYZP,"Sandspit, B. C.",53.25,-131.816
CYZR,Sarnia Airport,43.0,-82.316
CYZS,"Coral Harbour, N. W. T.",64.2,-83.366
CYZT,"Port Hardy, B. C.",50.683,-127.366
CYZU,"Whitecourt, Alta.",54.15,-115.783
CYZV,"Sept-Iles, Que.",50.216,-66.266
CYZW,"Teslin, Y. T.",60.166,-132.733
CYZX,"Greenwood, N. S.",44.983,-64.916
CYZY,"Mackenzie, B. C.",55.3,-123.133
CZAG,La Grande Iv Remote Environment Automatic Data Acquisition Concept,53.75,-73.683
CZBF,Bathurst Airport Aviation Weather Reporting Station,47.633,-65.75
CZCP,"Cape Parry, N. W. T.",70.1,-124.716
CZDI,Churchill Falls,53.566,-64.1
CZEM,Eastmain River Airport,52.233,-78.516
CZFA,Faro Airport,62.2,-133.366
CZFM,Fort Mcpherson Airport,67.4,-134.85
CZFN,Fort Norman Airport,64.916,-125.566
CZNB,North Bay Remote Environment Automatic Data Acquisition Concept,46.366,-79.416
CZOC,Old Crow Automatic Weather Reporting System,67.566,-139.833
CZPC,Pincher Creek Airport,49.516,-113.983
CZPK,Paulatuk Automated Reporting Station,69.35,-124.05
CZST,Stewart Airport,55.933,-129.983
CZUB,Tuktoyaktuk Automated Reporting Station,69.433,-133.033
CZUE,"Cape Parry, N. W. T.",70.166,-124.7
CZUM,"Churchill Falls, Nfld.",53.55,-64.1
CZVL,Edmonton / Villeneuve,53.666,-113.866
CZWN,Wainwright Automatic Weather Reporting System,52.816,-111.083
DAAD,Bou-Saada,35.333,4.2
DAAE,Bejaia,36.716,5.066
DAAF,Aoulef,26.966,1.083
DAAG,Dar-El-Beida,36.716,3.25
DAAJ,Djanet,24.55,9.466
DAAP,Illizi,26.5,8.416
DAAS,Setif,36.183,5.416
DAAT,Tamanrasset / Aguenna,22.816,5.466
DAAV,Jijel Achouat,36.883,5.816
DAAY,Mecheria,34.933,-0.433
DABB,Annaba,36.833,7.816
DABC,Constantine,36.283,6.616
DABP,Skikda,36.933,6.95
DABS,Tebessa,35.483,8.133
DABT,Batna,35.55,6.183
DAFH,Tilrempt/Hassi R'mel,32.929,3.312
DAFI,Djelfa,34.683,3.25
DAOB,Tiaret,35.25,1.433
DAOF,Tindouf,27.666,-8.133
DAOI,Chlef,36.216,1.333
DAOL,Oran/Tafaraoui,35.542,-0.532
DAON,Tlemcen Zenata,35.016,-1.466
DAOO,Oran / Es Senia,35.633,-0.6
DAOR,Bechar,31.616,-2.233
DAOV,Mascara-Ghriss,35.2,0.133
DATG,In Guezzam,19.566,5.75
DATM,Bordj Mokhtar,21.375,0.923
DAUA,Adrar,27.883,-0.283
DAUB,Biskra,34.8,5.733
DAUE,El Golea,30.566,2.866
DAUG,Ghardaia,32.383,3.816
DAUH,Hassi-Messaoud,31.666,6.15
DAUI,In Salah North,27.25,2.516
DAUK,Touggourt,33.116,6.133
DAUL,Laghouat,33.766,2.933
DAUO,El Oued,33.5,6.116
DAUT,Timimoun,29.25,0.283
DAUU,Ouargla,31.916,5.4
DAUZ,In Amenas,28.05,9.633
DBBB,Cotonou,6.35,2.383
DBBC,Bohicon,7.166,2.066
DBBK,Kandi,11.133,2.933
DBBN,Natitingou,10.316,1.383
DBBP,Parakou,9.35,2.616
DBBS,Save,8.033,2.466
DFCC,Ouahigouya,13.566,-2.416
DFCO,Boromo,11.75,-2.933
DFCP,Po,11.15,-1.15
DFEE,Dori,14.033,-0.033
DFEF,Fada N'Gourma,12.033,0.366
DFFD,Ouagadougou,12.35,-1.516
DFOD,Dedougou,12.466,-3.483
DFOG,Gaoua,10.333,-3.183
DFOO,Bobo-Dioulasso,11.166,-4.316
DGAA,Accra,5.6,-0.166
DGAD,Ada,5.783,0.633
DGAH,Ho,6.6,0.466
DGAK,Akuse,6.1,0.116
DGAS,Saltpond,5.2,-1.066
DGAT,Tema,5.616,0.0
DGKA,Akim Oda,5.933,-0.983
DGKK,Koforidua,6.083,-0.25
DGLB,Bole,9.033,-2.483
DGLE,Tamale,9.5,-0.85
DGLN,Navrongo,10.9,-1.1
DGLW,Wa,10.05,-2.5
DGLY,Yendi,9.45,-0.016
DGSB,Sefwi Bekwai,6.2,-2.333
DGSI,Kumasi,6.716,-1.6
DGSN,Sunyani,7.333,-2.333
DGSW,Wenchi,7.75,-2.1
DGTK,Takoradi,4.883,-1.766
DGTX,Axim,4.866,-2.233
DIAD,Adiake,5.3,-3.3
DIAP,Abidjan,5.25,-3.933
DIBK,Bouake,7.733,-5.066
DIBU,Bondoukou,8.05,-2.783
DIDK,Dimbokro,6.65,-4.7
DIDL,Daloa,6.866,-6.466
DIGA,Gagnoa,6.133,-5.95
DIKO,Korhogo,9.416,-5.616
DIMN,Man,7.383,-7.516
DIOD,Odienne,9.5,-7.566
DISP,San Pedro,4.75,-6.65
DISS,Sassandra,4.95,-6.083
DITB,Tabou,4.416,-7.366
DIYO,Yamoussoukro,6.9,-5.35
DNBI,Bida,9.1,6.016
DNCA,Calabar,4.966,8.35
DNEN,Enugu,6.466,7.55
DNGU,Gusau,12.166,6.7
DNIB,Ibadan,7.433,3.9
DNIL,Ilorin,8.483,4.583
DNJO,Jos,9.866,8.9
DNKA,Kaduna,10.6,7.45
DNKN,Kano,12.05,8.533
DNMA,Maiduguri,11.85,13.083
DNMK,Makurdi,7.683,8.616
DNMM,Lagos / Ikeja,6.583,3.333
DNOS,Oshogbo,7.783,4.483
DNPO,Port Harcourt,4.85,7.016
DNSO,Sokoto,13.016,5.25
DNYO,Yola,9.233,12.466
DNZA,Zaria,11.133,7.683
DRRB,Birni-N'Konni,13.8,5.25
DRRG,Gaya,11.883,3.45
DRRI,Bilma,18.683,12.916
DRRL,Tillabery,14.2,1.45
DRRM,Maradi,13.466,7.083
DRRN,Niamey-Aero,13.483,2.166
DRRT,Tahoua,14.9,5.25
DRZA,Agadez,16.966,7.983
DRZF,Diffa,13.416,12.783
DRZG,Goure,13.983,10.3
DRZM,Maine-Soroa,13.233,11.983
DRZR,Zinder,13.783,8.983
DTKA,Tabarka,36.95,8.75
DTMB,Habib Bourguiba,35.766,10.75
DTTA,Tunis-Carthage,36.833,10.233
DTTB,Bizerte,37.25,9.8
DTTD,Remada,32.316,10.4
DTTF,Gafsa,34.416,8.816
DTTG,Gabes,33.883,10.1
DTTJ,Djerba Mellita,33.866,10.766
DTTK,Kairouan,35.666,10.1
DTTL,Kelibia,36.85,11.083
DTTM,Monastir-Skanes,35.666,10.75
DTTN,Jendouba,36.483,8.8
DTTR,El Borma,31.683,9.166
DTTX,Sfax El-Maou,34.716,10.683
DTTZ,Tozeur,33.916,8.1
DXAK,Atakpame,7.583,1.116
DXMG,Mango,10.366,0.466
DXNG,Niamtougou,9.766,1.1
DXSK,Sokode,8.983,1.15
DXTA,Tabligbo,6.583,1.5
DXXX,Lome,6.166,1.25
EBAW,Antwerpen / Deurne,51.2,4.466
EBBE,Beauvechain,50.75,4.766
EBBL,Kleine Brogel,51.166,5.466
EBBR,Bruxelles National,50.9,4.533
EBBT,Brasschaat,51.333,4.5
EBBX,Bertrix Bel-Afb,49.9,5.216
EBCI,Charleroi / Gosselies,50.466,4.45
EBCV,Chievres,50.566,3.833
EBDT,Schaffen,51.0,5.066
EBFN,Koksijde,51.083,2.65
EBFS,Florennes,50.233,4.65
EBGT,Gent / Industrie-Zone,51.183,3.816
EBLB,Elsenborn,50.466,6.183
EBLG,Bierset,50.65,5.45
EBMB,Melsbroek Bel-Afb,50.9,4.5
EBMT,Munte,50.933,3.733
EBOS,Oostende Airport,51.2,2.866
EBSP,Spa / La Sauveniere,50.483,5.916
EBST,Sint-Truiden,50.8,5.2
EBSU,St-Hubert,50.033,5.4
EBTN,Goetsenhoven,50.783,4.95
EBWE,Weelde Military,51.416,5.0
EBZW,Genk,50.933,5.5
EDAC,Altenburg Nobitz,50.966,12.5
EDAH,Heringsdorf,53.883,14.15
EDBM,"Magdeburg, Sachsen-Anhalt",52.076,11.623
EDDB,Berlin-Schoenefeld,52.383,13.516
EDDC,Dresden-Klotzsche,51.133,13.75
EDDE,Erfurt-Bindersleben,50.983,10.966
EDDF,Frankfurt / M-Flughafen,50.05,8.6
EDDG,Muenster / Osnabrueck,52.133,7.7
EDDH,Hamburg-Fuhlsbuettel,53.633,10.0
EDDI,Berlin-Tempelhof,52.466,13.4
EDDK,Koeln / Bonn,50.866,7.166
EDDL,Duesseldorf,51.3,6.766
EDDM,Munchen,48.35,11.783
EDDN,Nuernberg,49.5,11.05
EDDP,Leipzig-Schkeuditz,51.416,12.233
EDDR,Saarbruecken / Ensheim,49.216,7.116
EDDS,Stuttgart-Echterdingen,48.683,9.216
EDDT,Berlin-Tegel,52.566,13.316
EDDV,Hannover,52.466,9.683
EDDW,Bremen,53.05,8.8
EDFH,Hahn,49.95,7.266
EDFM,"Baden Wurttemberg, Neuostheim",49.472,8.515
EDGS,Hessen,50.707,8.083
EDHI,Hamburg-Finkenwerder,53.533,9.833
EDHK,Kiel / Holtenau Civilian,54.383,10.166
EDHL,Luebeck-Blankensee,53.816,10.7
EDLN,Monchengladbach,51.230,6.504
EDLP,Paderborn / Lippstadt,51.616,8.616
EDLV,Niederrhein,51.602,6.142
EDLW,Dortmund / Wickede,51.516,7.616
EDMA,Augsburg,48.433,10.933
EDMO,Oberpfaffenhofen,48.083,11.283
EDNY,Friedrichshafen,47.666,9.516
EDOP,"Mecklenburg-Vorpommern, Parchim",53.426,11.783
EDQD,Bayreuth,49.983,11.633
EDQM,Hof,50.316,11.883
EDRZ,"Zweibrucken, Rheinland-Pfalz",49.209,7.401
EDSB,"Karlsruhe, Baden Wurttemberg",48.778,8.079
EDTD,Donaueschingen / Villingen,47.966,8.516
EDTL,"Lahr, CAN-AFB",48.369,7.827
EDTZ,Konstanz,47.683,9.183
EDVE,Braunschweig,52.3,10.45
EDVK,Kassel / Calden,51.4,9.383
EDWD,Lemwerder,53.15,8.616
EDXW,Westerland / Sylt,54.916,8.35
EDZE,Essen,51.4,6.966
EEKA,Kardla,58.983,22.816
EEKE,Kuressaare,58.23,22.509
EEPU,Parnu,58.419,24.472
EETN,Tallinn,59.4,24.816
EETU,Tartu/Ulenurme,58.3,26.733
EFET,Enontekio,68.364,23.427
EFHA,Halli,61.85,24.8
EFHF,Helsinki-Malmi,60.25,25.05
EFHK,Helsinki-Vantaa,60.316,24.966
EFHL,Hailuoto,65.033,24.8
EFHT,Ahtari,62.533,24.216
EFIL,Ilmajoki,62.7,22.833
EFIV,Ivalo,68.616,27.416
EFJO,Joensuu,62.666,29.633
EFJY,Jyvaskyla,62.4,25.683
EFKA,Kauhava,63.1,23.033
EFKE,Kemi,65.783,24.583
EFKI,Kajaani,64.283,27.683
EFKK,Kruunupyy,63.716,23.15
EFKS,Kuusamo,65.966,29.183
EFKT,Kittila,67.7,24.85
EFKU,Kuopio,63.016,27.8
EFLP,Lappeenranta,61.045,28.148
EFMA,Mariehamn / Aland Island,60.116,19.9
EFMI,Mikkeli,61.733,27.3
EFOU,Oulu,64.933,25.366
EFPE,Pello,66.8,24.0
EFPO,Pori,61.466,21.8
EFPU,Pudasjarvi,65.366,27.016
EFRO,Rovaniemi,66.566,25.833
EFSA,Savonlinna,61.95,28.95
EFSI,Seinajoki-Ilmajok,62.693,22.831
EFSO,Sodankyla,67.366,26.65
EFSU,Suomussalmi,64.9,29.016
EFTP,Tampere / Pirkkala,61.416,23.583
EFTU,Turku,60.516,22.266
EFUT,Utti,60.9,26.933
EFVA,Vaasa,63.05,21.766
EFVI,Viitasaari,63.083,25.866
EFVR,Varkaus,62.166,27.866
EGAA,Belfast / Aldergrove Airport,54.65,-6.216
EGAC,Belfast / Harbour,54.6,-5.883
EGAE,Eglinton / Londonderr,55.05,-7.15
EGBB,Birmingham / Airport,52.45,-1.733
EGBE,Coventry Airport,52.366,-1.483
EGBJ,Staverton Private,51.9,-2.166
EGCC,Manchester Airport,53.35,-2.283
EGDB,Plymouth,50.35,-4.116
EGDC,Chivenor,51.083,-4.15
EGDG,Saint Mawgan,50.433,-5.0
EGDK,Kemble Royal Air Force Base,51.666,-2.05
EGDL,Lyneham,51.5,-1.983
EGDM,Boscombe Down,51.166,-1.75
EGDP,Portland / Rnas,50.566,-2.45
EGDR,Culdrose,50.083,-5.25
EGDX,St Athan Royal Air Force Base,51.4,-3.433
EGDY,Yeovilton,51.0,-2.633
EGEC,Campbeltown,55.437,-5.686
EGFF,Cardiff-Wales Airport,51.4,-3.35
EGFH,Swansea,51.6,-4.066
EGGD,Bristol / Lulsgate,51.383,-2.716
EGGP,Liverpool Airport,53.333,-2.85
EGGW,Luton Airport,51.866,-0.366
EGHD,Plymouth / Roborough,50.416,-4.116
EGHE,"Scilly, Saint Mary'S",49.916,-6.3
EGHH,Bournemouth Airport,50.783,-1.833
EGHI,Southampton / Weather Centre,50.9,-1.4
EGJA,Alderney / Channel Island,49.716,-2.2
EGJB,Guernsey Airport,49.433,-2.6
EGJJ,Jersey Airport,49.216,-2.2
EGKA,Shoreham Airport,50.833,-0.283
EGKB,Biggin Hill,51.316,0.033
EGKK,London / Gatwick Airport,51.15,-0.183
EGLC,London City Airport,51.5,-0.5
EGLF,Farnborough,51.283,-0.766
EGLL,London / Heathrow Airport,51.483,-0.45
EGMC,Southend-On-Sea,51.566,0.7
EGMD,Lydd Airport,50.95,0.933
EGMH,"Manston, South East",51.341,1.346
EGNC,Carlisle,54.933,-2.95
EGNH,Blackpool Airport,53.766,-3.033
EGNJ,Humberside,53.583,-0.35
EGNL,Walney Island,54.116,-3.25
EGNM,Leeds And Bradford,53.866,-1.65
EGNR,Hawarden,53.166,-2.983
EGNS,Isle Of Man / Ronaldsway Airport,54.083,-4.633
EGNT,Newcastle,55.033,-1.7
EGNV,Tees-Side,54.516,-1.416
EGNX,East Midlands,52.833,-1.333
EGOD,Llanbedr,52.816,-4.133
EGOM,Spadeadam,55.05,-2.55
EGOP,Pembrey Sands,51.716,-4.366
EGOS,Shawbury,52.8,-2.666
EGOV,Valley,53.25,-4.533
EGOW,Woodvale,53.581,-3.055
EGOY,West Freugh,54.85,-4.95
EGPA,Kirkwall Airport,58.95,-2.9
EGPB,Sumburgh Cape,59.883,-1.3
EGPC,Wick,58.45,-3.083
EGPD,Aberdeen / Dyce,57.2,-2.216
